log_id,timestamp,user_id,user_name,user_role,action,table_affected,record_id,old_value,new_value,ip_address,device_info,status,error_message
AL-011951,2023-01-20 17:45:00,USER-003,Amit Patel,Labour Inspector,Approve,contractors,REC-00746,old_10,new_43,192.168.201.221,Windows 10,Success,
AL-011952,2023-04-12 05:56:00,USER-002,Sita Devi,Environmental Officer,Delete,equipment,REC-02894,old_9,new_65,192.168.8.204,Mac OS,Success,
AL-011953,2023-11-06 06:50:00,USER-002,Sita Devi,Environmental Officer,Sync,contractors,REC-02814,old_77,new_14,192.168.145.161,Mac OS,Success,
AL-011954,2023-01-16 20:11:00,USER-001,Rajesh Kumar,Safety Officer,Approve,documents,REC-06818,old_46,new_79,192.168.58.39,Mac OS,Failed,Invalid ID
AL-011955,2023-10-05 02:26:00,USER-002,Sita Devi,Environmental Officer,Reject,contractors,REC-09358,old_99,new_22,192.168.185.85,Mac OS,Success,
AL-011956,2023-11-27 04:27:00,USER-003,Amit Patel,Labour Inspector,Create,grievances,REC-02318,old_84,new_54,192.168.75.174,Mac OS,Success,
AL-011957,2023-11-24 23:08:00,USER-002,Sita Devi,Environmental Officer,Login,,,old_40,new_32,192.168.36.129,Windows 10,Success,
AL-011958,2023-12-24 05:26:00,USER-002,Sita Devi,Environmental Officer,Reject,grievances,REC-04453,old_38,new_74,192.168.47.180,Linux,Failed,Database timeout
AL-011959,2023-09-15 05:47:00,USER-002,Sita Devi,Environmental Officer,Create,incidents,REC-00688,old_79,new_19,192.168.83.113,Windows 10,Success,
AL-011960,2023-07-08 13:51:00,USER-003,Amit Patel,Labour Inspector,Approve,mine_master,REC-02172,old_58,new_63,192.168.233.235,Linux,Success,
AL-011961,2023-05-07 17:16:00,USER-002,Sita Devi,Environmental Officer,Create,worker_attendance,REC-09840,old_5,new_45,192.168.21.144,Mac OS,Success,
AL-011962,2023-12-03 21:24:00,USER-003,Amit Patel,Labour Inspector,Reject,equipment,REC-02979,old_1,new_43,192.168.7.154,Mac OS,Success,
AL-011963,2023-01-05 11:58:00,USER-002,Sita Devi,Environmental Officer,Sync,contractors,REC-02767,old_75,new_3,192.168.50.134,Windows 10,Success,
AL-011964,2023-11-25 13:20:00,USER-001,Rajesh Kumar,Safety Officer,Login,,,old_85,new_7,192.168.2.12,Linux,Success,
AL-011965,2023-04-16 13:12:00,USER-003,Amit Patel,Labour Inspector,Login,,,old_12,new_87,192.168.143.169,Mac OS,Success,
AL-011966,2023-11-22 01:14:00,USER-003,Amit Patel,Labour Inspector,Login,,,old_17,new_47,192.168.36.209,Mac OS,Success,
AL-011967,2023-05-01 00:13:00,USER-002,Sita Devi,Environmental Officer,Delete,documents,REC-05368,old_23,new_85,192.168.99.14,Mac OS,Failed,Database timeout
AL-011968,2023-08-13 01:12:00,USER-001,Rajesh Kumar,Safety Officer,Delete,worker_attendance,REC-01397,old_47,new_34,192.168.237.198,Mac OS,Success,
AL-011969,2023-06-20 02:41:00,USER-002,Sita Devi,Environmental Officer,Reject,contractors,REC-06361,old_75,new_60,192.168.173.32,Linux,Success,
AL-011970,2023-05-15 10:23:00,USER-001,Rajesh Kumar,Safety Officer,Login,,,old_45,new_12,192.168.229.104,Mac OS,Success,
AL-011971,2023-09-14 05:56:00,USER-003,Amit Patel,Labour Inspector,Approve,grievances,REC-06816,old_10,new_46,192.168.130.195,Windows 10,Success,
AL-011972,2023-01-03 17:15:00,USER-002,Sita Devi,Environmental Officer,Create,equipment,REC-06110,old_80,new_9,192.168.212.117,Mac OS,Success,
AL-011973,2023-04-29 22:15:00,USER-003,Amit Patel,Labour Inspector,Reject,corrective_actions,REC-01524,old_100,new_38,192.168.164.155,Linux,Success,
AL-011974,2023-09-02 16:27:00,USER-001,Rajesh Kumar,Safety Officer,Update,environmental_readings,REC-08327,old_37,new_77,192.168.145.217,Windows 10,Success,
AL-011975,2023-10-01 22:44:00,USER-001,Rajesh Kumar,Safety Officer,Login,,,old_98,new_7,192.168.207.255,Mac OS,Success,
AL-011976,2023-09-12 10:01:00,USER-003,Amit Patel,Labour Inspector,Sync,corrective_actions,REC-07629,old_24,new_37,192.168.123.38,Linux,Success,
AL-011977,2023-02-22 08:50:00,USER-002,Sita Devi,Environmental Officer,Approve,grievances,REC-00613,old_76,new_78,192.168.237.61,Mac OS,Success,
AL-011978,2023-03-04 05:06:00,USER-003,Amit Patel,Labour Inspector,Approve,contractors,REC-03383,old_97,new_16,192.168.48.113,Linux,Success,
AL-011979,2023-11-16 21:26:00,USER-003,Amit Patel,Labour Inspector,Delete,corrective_actions,REC-01965,old_37,new_68,192.168.138.12,Windows 10,Success,
AL-011980,2023-12-15 04:35:00,USER-001,Rajesh Kumar,Safety Officer,Create,equipment,REC-02549,old_14,new_45,192.168.182.169,Linux,Success,
AL-011981,2023-12-08 20:49:00,USER-002,Sita Devi,Environmental Officer,Sync,grievances,REC-08999,old_98,new_82,192.168.254.221,Mac OS,Success,
AL-011982,2023-01-04 17:29:00,USER-003,Amit Patel,Labour Inspector,Delete,equipment,REC-05224,old_57,new_40,192.168.73.146,Windows 10,Success,
AL-011983,2023-12-17 00:18:00,USER-003,Amit Patel,Labour Inspector,Approve,inspections,REC-01269,old_78,new_5,192.168.112.92,Windows 10,Success,
AL-011984,2023-11-18 09:14:00,USER-003,Amit Patel,Labour Inspector,Approve,grievances,REC-06611,old_6,new_44,192.168.220.93,Mac OS,Success,
AL-011985,2023-02-03 02:08:00,USER-001,Rajesh Kumar,Safety Officer,Sync,corrective_actions,REC-06056,old_14,new_79,192.168.132.192,Mac OS,Success,
AL-011986,2023-09-04 20:53:00,USER-003,Amit Patel,Labour Inspector,Delete,contractors,REC-03757,old_81,new_44,192.168.202.154,Windows 10,Success,
AL-011987,2023-05-21 07:21:00,USER-003,Amit Patel,Labour Inspector,Create,documents,REC-08635,old_63,new_8,192.168.213.235,Windows 10,Success,
AL-011988,2023-01-25 04:01:00,USER-003,Amit Patel,Labour Inspector,Approve,environmental_readings,REC-07346,old_94,new_13,192.168.244.6,Mac OS,Success,
AL-011989,2023-06-21 10:52:00,USER-002,Sita Devi,Environmental Officer,Create,corrective_actions,REC-03254,old_44,new_62,192.168.215.237,Mac OS,Success,
AL-011990,2023-01-28 07:37:00,USER-002,Sita Devi,Environmental Officer,Update,environmental_readings,REC-04210,old_17,new_52,192.168.87.50,Windows 10,Success,
AL-011991,2023-05-27 08:07:00,USER-002,Sita Devi,Environmental Officer,Approve,corrective_actions,REC-06163,old_53,new_61,192.168.187.170,Windows 10,Success,
AL-011992,2023-08-07 21:52:00,USER-003,Amit Patel,Labour Inspector,Update,environmental_readings,REC-07905,old_84,new_35,192.168.107.98,Linux,Success,
AL-011993,2023-06-05 02:49:00,USER-003,Amit Patel,Labour Inspector,Reject,worker_attendance,REC-05395,old_1,new_31,192.168.161.182,Windows 10,Success,
AL-011994,2023-12-15 05:18:00,USER-003,Amit Patel,Labour Inspector,Login,,,old_58,new_13,192.168.142.57,Windows 10,Success,
AL-011995,2023-10-01 09:43:00,USER-001,Rajesh Kumar,Safety Officer,Sync,incidents,REC-00264,old_26,new_48,192.168.139.18,Mac OS,Success,
AL-011996,2023-06-23 12:11:00,USER-002,Sita Devi,Environmental Officer,Approve,contractors,REC-09581,old_60,new_77,192.168.67.38,Windows 10,Success,
AL-011997,2023-04-18 22:00:00,USER-001,Rajesh Kumar,Safety Officer,Update,corrective_actions,REC-07589,old_98,new_93,192.168.59.1,Mac OS,Success,
AL-011998,2023-04-08 23:30:00,USER-002,Sita Devi,Environmental Officer,Reject,mine_master,REC-09938,old_22,new_68,192.168.10.20,Windows 10,Success,
AL-011999,2023-07-21 13:25:00,USER-002,Sita Devi,Environmental Officer,Update,equipment,REC-03219,old_53,new_87,192.168.237.111,Linux,Failed,Database timeout
AL-012000,2023-09-08 19:09:00,USER-002,Sita Devi,Environmental Officer,Sync,corrective_actions,REC-02942,old_15,new_77,192.168.158.105,Mac OS,Success,
AL-012001,2023-09-30 05:26:00,USER-003,Amit Patel,Labour Inspector,Sync,environmental_readings,REC-07796,old_34,new_69,192.168.136.199,Windows 10,Success,
AL-012002,2023-12-13 10:34:00,USER-003,Amit Patel,Labour Inspector,Delete,equipment,REC-07762,old_41,new_55,192.168.100.207,Windows 10,Success,
AL-012003,2023-09-01 17:17:00,USER-003,Amit Patel,Labour Inspector,Login,,,old_46,new_31,192.168.234.10,Mac OS,Success,
AL-012004,2023-05-14 16:21:00,USER-001,Rajesh Kumar,Safety Officer,Create,incidents,REC-02133,old_3,new_15,192.168.241.39,Linux,Success,
AL-012005,2023-01-15 08:16:00,USER-002,Sita Devi,Environmental Officer,Sync,incidents,REC-03255,old_83,new_79,192.168.184.124,Mac OS,Success,
AL-012006,2023-04-19 17:08:00,USER-003,Amit Patel,Labour Inspector,Reject,incidents,REC-04648,old_34,new_89,192.168.48.175,Mac OS,Success,
AL-012007,2023-08-11 05:57:00,USER-001,Rajesh Kumar,Safety Officer,Login,,,old_99,new_51,192.168.13.182,Mac OS,Success,
AL-012008,2023-06-02 12:26:00,USER-003,Amit Patel,Labour Inspector,Approve,corrective_actions,REC-08673,old_2,new_72,192.168.207.40,Windows 10,Success,
AL-012009,2023-01-16 20:52:00,USER-003,Amit Patel,Labour Inspector,Update,inspections,REC-04610,old_5,new_98,192.168.124.98,Mac OS,Failed,Invalid ID
AL-012010,2023-07-13 21:13:00,USER-001,Rajesh Kumar,Safety Officer,Update,production_monthly,REC-07364,old_18,new_8,192.168.212.4,Linux,Success,
AL-012011,2023-05-24 02:05:00,USER-002,Sita Devi,Environmental Officer,Approve,documents,REC-05962,old_5,new_18,192.168.220.121,Linux,Success,
AL-012012,2023-03-06 06:00:00,USER-003,Amit Patel,Labour Inspector,Logout,,,old_93,new_46,192.168.112.23,Linux,Success,
AL-012013,2023-10-18 15:06:00,USER-002,Sita Devi,Environmental Officer,Logout,,,old_27,new_62,192.168.41.172,Linux,Success,
AL-012014,2023-08-23 06:46:00,USER-001,Rajesh Kumar,Safety Officer,Logout,,,old_82,new_19,192.168.42.201,Windows 10,Success,
AL-012015,2023-12-10 09:01:00,USER-002,Sita Devi,Environmental Officer,Delete,inspections,REC-05003,old_72,new_91,192.168.129.198,Windows 10,Success,
AL-012016,2023-09-28 21:01:00,USER-003,Amit Patel,Labour Inspector,Delete,production_monthly,REC-00278,old_3,new_1,192.168.228.238,Windows 10,Success,
AL-012017,2023-10-29 17:13:00,USER-002,Sita Devi,Environmental Officer,Create,equipment,REC-01448,old_38,new_51,192.168.223.56,Mac OS,Success,
AL-012018,2023-09-23 20:33:00,USER-001,Rajesh Kumar,Safety Officer,Approve,mine_master,REC-06700,old_83,new_23,192.168.166.40,Windows 10,Success,
AL-012019,2023-10-06 12:17:00,USER-002,Sita Devi,Environmental Officer,Sync,equipment,REC-06319,old_84,new_48,192.168.247.186,Linux,Success,
AL-012020,2023-10-12 20:09:00,USER-001,Rajesh Kumar,Safety Officer,Create,equipment,REC-09492,old_30,new_16,192.168.104.46,Mac OS,Success,
AL-012021,2023-08-12 15:19:00,USER-003,Amit Patel,Labour Inspector,Sync,corrective_actions,REC-09466,old_70,new_26,192.168.52.92,Linux,Success,
AL-012022,2023-02-28 09:20:00,USER-003,Amit Patel,Labour Inspector,Logout,,,old_21,new_35,192.168.179.112,Mac OS,Success,
AL-012023,2023-08-07 21:01:00,USER-001,Rajesh Kumar,Safety Officer,Create,worker_attendance,REC-01661,old_21,new_8,192.168.24.8,Windows 10,Success,
AL-012024,2023-11-16 20:08:00,USER-003,Amit Patel,Labour Inspector,Reject,mine_master,REC-04946,old_64,new_48,192.168.115.123,Linux,Success,
AL-012025,2023-03-03 18:38:00,USER-001,Rajesh Kumar,Safety Officer,Sync,incidents,REC-00732,old_20,new_10,192.168.152.236,Windows 10,Success,
AL-012026,2023-06-20 08:19:00,USER-001,Rajesh Kumar,Safety Officer,Logout,,,old_8,new_31,192.168.93.29,Windows 10,Success,
AL-012027,2023-07-10 13:07:00,USER-001,Rajesh Kumar,Safety Officer,Approve,contractors,REC-07261,old_36,new_73,192.168.48.19,Mac OS,Success,
AL-012028,2023-01-06 11:26:00,USER-001,Rajesh Kumar,Safety Officer,Logout,,,old_32,new_23,192.168.110.243,Mac OS,Success,
AL-012029,2023-05-15 08:06:00,USER-001,Rajesh Kumar,Safety Officer,Login,,,old_6,new_38,192.168.180.6,Mac OS,Success,
AL-012030,2023-08-31 01:38:00,USER-002,Sita Devi,Environmental Officer,Approve,inspections,REC-09391,old_61,new_6,192.168.188.152,Windows 10,Success,
AL-012031,2023-02-02 04:32:00,USER-002,Sita Devi,Environmental Officer,Logout,,,old_92,new_19,192.168.18.24,Windows 10,Success,
AL-012032,2023-02-28 06:49:00,USER-002,Sita Devi,Environmental Officer,Update,inspections,REC-01713,old_50,new_19,192.168.143.169,Linux,Success,
AL-012033,2023-10-22 00:07:00,USER-002,Sita Devi,Environmental Officer,Update,inspections,REC-03475,old_15,new_38,192.168.118.194,Windows 10,Success,
AL-012034,2023-06-30 09:36:00,USER-001,Rajesh Kumar,Safety Officer,Update,inspections,REC-00473,old_9,new_78,192.168.67.231,Linux,Success,
AL-012035,2023-05-03 06:31:00,USER-001,Rajesh Kumar,Safety Officer,Approve,environmental_readings,REC-03422,old_53,new_66,192.168.185.194,Linux,Success,
AL-012036,2023-12-16 08:22:00,USER-001,Rajesh Kumar,Safety Officer,Logout,,,old_43,new_8,192.168.95.145,Windows 10,Success,
AL-012037,2023-01-24 14:38:00,USER-002,Sita Devi,Environmental Officer,Approve,mine_master,REC-04570,old_93,new_26,192.168.196.213,Windows 10,Success,
AL-012038,2023-07-13 07:33:00,USER-003,Amit Patel,Labour Inspector,Approve,equipment,REC-05491,old_22,new_14,192.168.204.88,Linux,Success,
AL-012039,2023-02-17 22:55:00,USER-002,Sita Devi,Environmental Officer,Create,environmental_readings,REC-07445,old_96,new_62,192.168.138.77,Mac OS,Success,
AL-012040,2023-08-01 20:03:00,USER-002,Sita Devi,Environmental Officer,Reject,grievances,REC-04212,old_13,new_17,192.168.80.47,Mac OS,Success,
AL-012041,2023-12-12 08:16:00,USER-001,Rajesh Kumar,Safety Officer,Logout,,,old_10,new_81,192.168.177.195,Windows 10,Success,
AL-012042,2023-08-15 18:30:00,USER-003,Amit Patel,Labour Inspector,Update,documents,REC-08232,old_41,new_19,192.168.74.233,Windows 10,Success,
AL-012043,2023-06-22 13:31:00,USER-002,Sita Devi,Environmental Officer,Sync,contractors,REC-04351,old_25,new_40,192.168.116.92,Mac OS,Success,
AL-012044,2023-01-11 20:26:00,USER-001,Rajesh Kumar,Safety Officer,Update,production_monthly,REC-05451,old_82,new_100,192.168.35.102,Mac OS,Success,
AL-012045,2023-08-20 00:07:00,USER-001,Rajesh Kumar,Safety Officer,Login,,,old_13,new_24,192.168.148.249,Linux,Success,
AL-012046,2023-10-18 03:30:00,USER-001,Rajesh Kumar,Safety Officer,Sync,contractors,REC-00235,old_23,new_10,192.168.107.214,Windows 10,Success,
AL-012047,2023-04-16 19:02:00,USER-003,Amit Patel,Labour Inspector,Delete,equipment,REC-02633,old_53,new_20,192.168.120.113,Mac OS,Success,
AL-012048,2023-01-25 16:34:00,USER-003,Amit Patel,Labour Inspector,Sync,documents,REC-05970,old_42,new_23,192.168.127.32,Windows 10,Success,
AL-012049,2023-09-11 11:59:00,USER-001,Rajesh Kumar,Safety Officer,Reject,inspections,REC-05566,old_37,new_65,192.168.134.68,Linux,Success,
AL-012050,2023-02-19 14:56:00,USER-001,Rajesh Kumar,Safety Officer,Logout,,,old_3,new_94,192.168.172.250,Windows 10,Success,
AL-012051,2023-06-01 19:56:00,USER-003,Amit Patel,Labour Inspector,Update,inspections,REC-07050,old_28,new_14,192.168.107.202,Linux,Success,
AL-012052,2023-12-22 07:14:00,USER-003,Amit Patel,Labour Inspector,Login,,,old_48,new_25,192.168.55.60,Windows 10,Success,
AL-012053,2023-03-04 23:22:00,USER-002,Sita Devi,Environmental Officer,Update,documents,REC-04402,old_54,new_99,192.168.71.187,Windows 10,Success,
AL-012054,2023-02-08 21:13:00,USER-003,Amit Patel,Labour Inspector,Approve,worker_attendance,REC-03181,old_8,new_15,192.168.140.183,Mac OS,Success,
AL-012055,2023-08-10 12:15:00,USER-002,Sita Devi,Environmental Officer,Sync,grievances,REC-08491,old_15,new_73,192.168.112.176,Mac OS,Success,
AL-012056,2023-03-30 00:08:00,USER-003,Amit Patel,Labour Inspector,Login,,,old_85,new_84,192.168.167.83,Mac OS,Success,
AL-012057,2023-09-30 15:00:00,USER-002,Sita Devi,Environmental Officer,Delete,worker_attendance,REC-02818,old_44,new_56,192.168.34.240,Mac OS,Success,
AL-012058,2023-01-16 00:59:00,USER-003,Amit Patel,Labour Inspector,Logout,,,old_16,new_28,192.168.247.227,Linux,Success,
AL-012059,2023-01-10 10:43:00,USER-003,Amit Patel,Labour Inspector,Sync,environmental_readings,REC-09339,old_78,new_97,192.168.38.48,Windows 10,Success,
AL-012060,2023-04-10 13:07:00,USER-001,Rajesh Kumar,Safety Officer,Delete,environmental_readings,REC-00787,old_73,new_91,192.168.195.178,Windows 10,Success,
AL-012061,2023-04-05 08:27:00,USER-002,Sita Devi,Environmental Officer,Logout,,,old_8,new_11,192.168.217.2,Mac OS,Success,
AL-012062,2023-10-16 11:03:00,USER-003,Amit Patel,Labour Inspector,Login,,,old_50,new_28,192.168.195.73,Windows 10,Success,
AL-012063,2023-01-16 08:24:00,USER-001,Rajesh Kumar,Safety Officer,Reject,incidents,REC-03920,old_54,new_39,192.168.49.201,Mac OS,Success,
AL-012064,2023-05-02 18:36:00,USER-003,Amit Patel,Labour Inspector,Update,equipment,REC-01782,old_13,new_57,192.168.15.203,Mac OS,Failed,Permission denied
AL-012065,2023-09-09 10:44:00,USER-002,Sita Devi,Environmental Officer,Approve,inspections,REC-00959,old_65,new_66,192.168.32.247,Mac OS,Success,
AL-012066,2023-11-29 03:42:00,USER-003,Amit Patel,Labour Inspector,Sync,mine_master,REC-06131,old_54,new_88,192.168.127.152,Mac OS,Success,
AL-012067,2023-03-13 18:37:00,USER-002,Sita Devi,Environmental Officer,Reject,mine_master,REC-01782,old_60,new_5,192.168.56.56,Linux,Success,
AL-012068,2023-08-26 15:36:00,USER-002,Sita Devi,Environmental Officer,Create,documents,REC-06046,old_68,new_20,192.168.144.149,Mac OS,Success,
AL-012069,2023-05-12 09:41:00,USER-002,Sita Devi,Environmental Officer,Delete,incidents,REC-07928,old_2,new_16,192.168.30.148,Linux,Success,
AL-012070,2023-09-28 23:33:00,USER-003,Amit Patel,Labour Inspector,Approve,inspections,REC-06381,old_68,new_79,192.168.106.155,Mac OS,Failed,Database timeout
AL-012071,2023-05-04 15:26:00,USER-003,Amit Patel,Labour Inspector,Approve,incidents,REC-01267,old_63,new_49,192.168.93.27,Mac OS,Success,
AL-012072,2023-05-05 07:21:00,USER-001,Rajesh Kumar,Safety Officer,Reject,equipment,REC-07139,old_7,new_26,192.168.11.193,Linux,Success,
AL-012073,2023-01-22 05:41:00,USER-003,Amit Patel,Labour Inspector,Create,mine_master,REC-06090,old_51,new_31,192.168.62.247,Windows 10,Success,
AL-012074,2023-01-19 23:27:00,USER-001,Rajesh Kumar,Safety Officer,Reject,worker_attendance,REC-05765,old_14,new_65,192.168.191.11,Linux,Success,
AL-012075,2023-06-19 06:48:00,USER-002,Sita Devi,Environmental Officer,Update,equipment,REC-09062,old_91,new_56,192.168.9.131,Linux,Success,
AL-012076,2023-11-14 23:58:00,USER-003,Amit Patel,Labour Inspector,Delete,corrective_actions,REC-09828,old_63,new_94,192.168.74.192,Linux,Success,
AL-012077,2023-08-14 02:48:00,USER-001,Rajesh Kumar,Safety Officer,Create,documents,REC-05381,old_35,new_10,192.168.20.127,Mac OS,Success,
AL-012078,2023-10-12 20:32:00,USER-001,Rajesh Kumar,Safety Officer,Approve,documents,REC-09267,old_1,new_22,192.168.34.244,Mac OS,Success,
AL-012079,2023-03-04 15:20:00,USER-002,Sita Devi,Environmental Officer,Create,production_monthly,REC-05047,old_7,new_73,192.168.158.70,Mac OS,Success,
AL-012080,2023-03-06 21:43:00,USER-003,Amit Patel,Labour Inspector,Delete,mine_master,REC-03694,old_17,new_65,192.168.80.242,Linux,Success,
AL-012081,2023-12-31 19:54:00,USER-002,Sita Devi,Environmental Officer,Create,environmental_readings,REC-08787,old_19,new_34,192.168.107.4,Mac OS,Success,
AL-012082,2023-04-09 05:48:00,USER-003,Amit Patel,Labour Inspector,Create,environmental_readings,REC-09440,old_17,new_67,192.168.121.54,Mac OS,Success,
AL-012083,2023-02-18 13:54:00,USER-001,Rajesh Kumar,Safety Officer,Create,incidents,REC-06681,old_95,new_68,192.168.177.140,Mac OS,Success,
AL-012084,2023-09-25 16:28:00,USER-003,Amit Patel,Labour Inspector,Sync,documents,REC-02949,old_7,new_43,192.168.75.136,Mac OS,Success,
AL-012085,2023-01-27 03:02:00,USER-003,Amit Patel,Labour Inspector,Approve,inspections,REC-04423,old_59,new_94,192.168.86.110,Linux,Success,
AL-012086,2023-12-14 21:59:00,USER-001,Rajesh Kumar,Safety Officer,Delete,incidents,REC-01926,old_76,new_5,192.168.42.209,Windows 10,Success,
AL-012087,2023-05-30 21:45:00,USER-002,Sita Devi,Environmental Officer,Login,,,old_31,new_73,192.168.137.72,Windows 10,Success,
AL-012088,2023-11-01 03:17:00,USER-001,Rajesh Kumar,Safety Officer,Create,contractors,REC-05994,old_77,new_41,192.168.179.211,Mac OS,Success,
AL-012089,2023-01-25 10:55:00,USER-002,Sita Devi,Environmental Officer,Create,production_monthly,REC-03105,old_79,new_2,192.168.165.228,Linux,Success,
AL-012090,2023-10-25 20:00:00,USER-003,Amit Patel,Labour Inspector,Login,,,old_44,new_59,192.168.233.17,Linux,Success,
AL-012091,2023-12-30 08:48:00,USER-001,Rajesh Kumar,Safety Officer,Reject,incidents,REC-07380,old_29,new_1,192.168.120.85,Mac OS,Success,
